0,1,2,3,4,5,6,7,8,9,10,11,12
화규,서울시 마포구 서교동 396-24,02-444-4442,고기 요리,안심 (120g),32000.0,"안심 (120g):32,000원//토시살 (120g):25,000원//안창살 (120g):31,000원/",17:00 - 24:00,4.2,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/711981_1487407542030851.jpg,211.0
레인드롭,서울시 성북구 동선동2가 124,02-921-4014,카페 / 디저트,,,,월-금: 11:00 - 23:00 토-일: 12:00 - 23:00,3.5,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/432431_1467307594065118.jpg,212.0
마장황소곱창,서울시 성동구 행당동 192-30,02-2292-9786,고기 요리,,,,,4.2,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/41283/116586_1595172642415_59445,213.0
성북동디너쑈,서울시 성북구 성북동1가 35-43,02-741-3335,퓨전 한식,,,,11:00 - 22:00,3.6,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/192910/75402_142769287429812467,214.0
지로우라멘,서울시 마포구 서교동 343-13 1F,02-323-3225,라멘 / 소바 / 우동,지로우라멘,8000.0,"지로우라멘:8,000원//폭탄라멘:9,000원//차슈덮밥:8,000원/",11:00 - 21:30,4.2,141.0,,https://mp-seoul-image-production-s3.mangoplate.com/185375_1424707987668,215.0
136길육미,서울시 강남구 논현동 107-34 2F,02-542-8899,퓨전 일식,민물장어 가마솥밥,18000.0,"민물장어 가마솥밥:18,000원//돼지고기 가마솥밥:12,000원//명란덮밥:9,500원//명란크림우동:10,000원//메밀김밥:9,000원/",14:00 - 18:00,4.4,97.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/213410_1465106655899793.jpg,216.0
르미엘,서울시 마포구 연남동 260-2,02-6338-3700,이탈리안,,,,일-목: 12:00 - 01:00 금-토: 12:00 - 02:00,4.2,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/12689/937817_1563972792534_5179,217.0
맛차차,서울시 성동구 성수동1가 685-450 그린랩 1F,010-9719-8707,카페 / 디저트,맛차 세레모니,12000.0,"맛차 세레모니:12,000원//맛차 블랑:6,500원//맛차 겐마이차:7,500원//맛차 젠자이:8,500원//맛차 푸딩:4,000원/",월,3.9,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/112555_1495427502803415.jpg,218.0
유자유김치떡볶이,서울시 성북구 안암동5가 104-112,02-928-7754,기타 한식,,,,11:30 - 02:00,3.4,74.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/192686_1447119992436.jpg,219.0
압구정공주떡집,서울시 강남구 신사동 569-31,02-516-3643,카페 / 디저트,흑임자떡,5500.0,"흑임자떡:5,500원/",00:00 - 24:00,4.5,101.0,,https://mp-seoul-image-production-s3.mangoplate.com/93106/j8xy9s0l7b_o6i.jpg,220.0
테일러커피,서울시 마포구 연남동 224-57,02-3143-0355,카페 / 디저트,아메리카노,5500.0,"아메리카노:5,500원/",11:30 - 23:00,4.4,69.0,,https://mp-seoul-image-production-s3.mangoplate.com/321569/457236_1495191769484_25923,221.0
복덕방,서울시 마포구 망원동 414-14 1F,070-8864-1414,고기 요리,복덕방인생육회,25000.0,"복덕방인생육회:25,000원//두부김치:20,000원//골뱅이소면:25,000원//메밀전병:14,000원//수제떡갈비:13,000원/",화-금: 18:00 - 02:00 토: 17:00 - 02:00,4.4,103.0,,https://mp-seoul-image-production-s3.mangoplate.com/490716_1512627670367185.jpg,222.0
버바나,서울시 마포구 동교동 197-15,02-332-2498,퓨전 양식,,,,15:00 - 17:00,4.2,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/499059_1595086299764236.jpg,223.0
비나케이크,서울시 성북구 보문동1가 1-12 101호,02-953-7070,카페 / 디저트,,,,월-토: 10:00 - 20:00 일: 12:00 - 17:00,3.9,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/96294/714160_1486015714553_78852,224.0
노란상소갈비,서울시 강남구 역삼동 823-6 1F,02-566-9290,고기 요리,,,,,4.4,4.0,,https://mp-seoul-image-production-s3.mangoplate.com/422274/682807_1598954071160_17089,225.0
라리에또,서울시 성동구 행당동 16-12,02-2281-9241,기타 양식,,,,11:30 - 22:00,3.9,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/49061/reviews/f1b8df67a702.jpg,226.0
쓰리오브어스,서울시 성동구 성수동2가 316-24,02-461-1233,다국적 아시아 음식,,,,11:30 - 24:00,3.8,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/1581890_1598874932799893.jpg,227.0
브로일링커피컴퍼니,서울시 마포구 신수동 93-17,02-712-8512,카페 / 디저트,,,,월-금: 11:00 - 21:00 토: 12:00 - 21:00,4.2,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/364177/881485_1597901333063_27868,228.0
프라이데이무브먼트,서울시 성동구 성수동1가 656-1766,02-6012-4862,카페 / 디저트,,,,월-금: 11:00 - 20:00 토: 12:00 - 21:00,3.9,27.0,,https://mp-seoul-image-production-s3.mangoplate.com/272281/449685_1598496540649_14618,229.0
팩피,서울시 성동구 성수동1가 656-947 102호,02-6052-7595,기타 양식,로제 스파게티,19000.0,"로제 스파게티:19,000원//포테이토 크림 링귀니:20,000원//고수 스파게티:20,000원//오징어 리가토니:22,000원// 비트 리조:24,000원/",11:30 - 22:00,4.5,122.0,,https://mp-seoul-image-production-s3.mangoplate.com/882510_1516984909816099.jpg,230.0
덕이손만두,서울시 마포구 합정동 393-13,02-363-7008,국수 / 면 요리,,,,,4.2,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/82397/bhbch_mbybs0xp.jpg,231.0
오우,서울시 마포구 동교동 203-56,02-322-9605,한정식 / 백반 / 정통 한식,BEEF 반상 (점심),17000.0,"BEEF 반상 (점심):17,000원//BEEF 반상 (저녁):17,000원/",11:30 - 21:30,4.2,50.0,,https://mp-seoul-image-production-s3.mangoplate.com/supporters_admin/cciijwknrjsik2.jpg,232.0
논현장어,서울시 강남구 논현동 121,02-512-9278,해산물 요리,,,,월-토: 11:30 - 05:00 일: 11:30 - 23:00,4.3,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/66234_1508340946882418.jpg,233.0
을밀대,서울시 마포구 염리동 147-6,02-717-1922,국수 / 면 요리,물냉면,12000.0,"물냉면:12,000원//비빔 냉면:12,000원//회냉면:16,000원//녹두전:9,000원//수육 (소):30,000원/",11:00 - 22:00,4.2,330.0,,https://mp-seoul-image-production-s3.mangoplate.com/1600_1435567043100,234.0
돈까스하우스,서울시 성북구 안암동5가 101-2 2F,02-922-0430,기타 한식,,,,11:00 - 21:00,3.8,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/341127/1126105_1580884379671_1580884372011.jpg,235.0
청춘극장,서울시 성동구 행당동 322-76,02-2294-6995,고기 요리,,,,14:00 - 24:00,4.0,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/49051/zbpgbv8t5ny2xu.jpg,236.0
빈브라더스,서울시 강남구 역삼동 819-1 3F,02-568-8192,카페 / 디저트,유어커피,7000.0,"유어커피:7,000원//드링크:6,000원//테이크아웃:4,000원/",월-금: 10:30 - 21:30 토-일: 10:30 - 22:00,4.5,192.0,,https://mp-seoul-image-production-s3.mangoplate.com/17447_1553443241877212.jpg,237.0
테일러커피,서울시 강남구 신사동 521-17 1F,02-511-0355,카페 / 디저트,,,,10:00 - 23:00,4.4,64.0,,https://mp-seoul-image-production-s3.mangoplate.com/1123606_1551781156755184.jpg,238.0
코레아노스키친,서울시 강남구 신사동 657-11,02-547-4427,남미 음식,쓰리와이즈프라이즈,12000.0,"쓰리와이즈프라이즈:12,000원//토도스브리또:12,000원//까르네사다:3,500원/",일-수: 12:00 - 22:30 목-토: 12:00 - 23:00,4.4,89.0,,https://mp-seoul-image-production-s3.mangoplate.com/13043/856645_1540115363863_92687,239.0
키친우라와,서울시 성동구 금호동1가 132-6,010-9780-2352,정통 일식 / 일반 일식,,,,12:00 - 20:30,4.3,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/765692_1592566509163951.jpg,240.0
하쿠시,서울시 강남구 논현동 5-12,02-6953-0313,정통 일식 / 일반 일식,,,,18:00 - 01:00,4.4,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/363049/513273_1598426565029_9884,241.0
망원동즉석우동,서울시 마포구 망원동 386-4,02-336-1330,라멘 / 소바 / 우동,,,,월: 17:00 - 04:00 화-토: 10:30 - 05:00 일: 12:00 - 22:00,4.4,84.0,,https://mp-seoul-image-production-s3.mangoplate.com/191040/456417_1451890415327_160962,242.0
카페테리아 라루나,서울시 성동구 성수동1가 685-208,02-465-3666,기타 양식,,,,"








",3.8,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/420788/30348_1589028288305_250562,243.0
왕십리오리사냥,서울시 성동구 행당동 317-31,02-2282-2838,닭 / 오리 요리,,,,10:30 - 22:30,4.0,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/221849/26737_14438337869205057,244.0
백정돈공장,서울시 성동구 성수동2가 310-1,02-462-8295,고기 요리,,,,17:00 - 24:00,4.1,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/268918/512536_1490184275055_16308,245.0
프롬하노이,서울시 마포구 망원동 411-8 1F,02-337-0301,베트남 음식,,,,월-금: 11:00 - 21:00 토: 11:00 - 20:00,4.6,54.0,,https://mp-seoul-image-production-s3.mangoplate.com/316690/qjwdjy72_brz5n.jpg,246.0
성북동 빵공장,서울시 성북구 성북동 330-105,02-762-3450,카페 / 디저트,아메리카노,4500.0,"아메리카노:4,500원/",10:00 - 22:00,3.2,34.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/653772_1483569510969047.jpg,247.0
올라보,서울시 강남구 역삼동 648-9 강남N타워 1F,02-6250-0939,기타 양식,,,,월-금: 08:00 - 21:00 토-일: 11:00 - 20:00,4.4,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/928256_1600135329545715.jpg,248.0
BISTROT de YOUNTVILLE,서울시 강남구 청담동 83-6 이안빌딩 1F,02-541-1550,프랑스 음식,런치4코스,65000.0,"런치4코스:65,000원//디너4코스:84,000원/",11:30 - 22:30,4.4,121.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/747755_1490231237192802.jpg,249.0
만뽀스키야키,서울시 마포구 상수동 322-1,02-322-8979,기타 일식,런치 스키야키,13900.0,"런치 스키야키:13,900원//히토리 스키야키:19,000원//일품 스키야키 (예약 필수):30,000원//특선 스키야키 (예약 필수):50,000원//극상 스키야키 (예약 필수):120,000원/",11:30 - 21:30,4.2,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/355075/556897_1593913870276_12441,250.0
로맨틱식탁,서울시 성북구 동선동1가 54,070-7675-0411,일반 주점,,,,17:00 - 24:00,3.6,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/516235_1459143380809638.jpg,251.0
마하차이,서울시 성동구 성수동2가 339-22 2F,02-468-5678,태국 음식,,,,월-금: 11:00 - 21:00 토-일: 11:30 - 21:00,4.6,37.0,,https://mp-seoul-image-production-s3.mangoplate.com/699309_1591925712484404.jpg,252.0
갈십리,서울시 성동구 행당동 19-108,010-9034-3939,카페 / 디저트,,,,10:00 - 24:00,4.2,19.0,,https://mp-seoul-image-production-s3.mangoplate.com/47875_1596269105978634.jpg,253.0
소점,서울시 마포구 연남동 487-278,010-6316-7739,철판 요리,,,,월-토: 11:00 - 01:00 일: 13:00 - 20:00,4.2,33.0,,https://mp-seoul-image-production-s3.mangoplate.com/588110_1597828169081571.jpg,254.0
SMT House China Room,,02-515-9203,정통 중식 / 일반 중식,,,,,4.4,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/651394_1596971176071659.jpg,255.0
프로젝트얼스,서울시 성북구 성북동 126-31,02-927-5595,카페 / 디저트,,,,11:00 - 22:30,3.8,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/278516/627970_1499436291311_74882,256.0
수부니흐,서울시 마포구 연남동 390-42,02-335-7472,프랑스 음식,,,,월-금: 17:00 - 23:00 토-일: 12:00 - 23:00,4.2,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/328015/riof6ueqxw7ikf.jpg,257.0
스시카이세이,서울시 강남구 신사동 635-7 1F,02-515-2700,회 / 스시,런치 오마카세,90000.0,"런치 오마카세:90,000원//디너 오마카세:180,000원/","


런치 오마카세
90,000원


디너 오마카세
180,000원


",4.3,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/390249/1731199_1594628894595_4612,258.0
카페 호스팅,서울시 성동구 성수동2가 339-137 2F,02-2039-6606,카페 / 디저트,,,,,4.1,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/1687561_1591261889957208.jpg,259.0
베이커리봉교,서울시 마포구 상수동 88-12,02-322-7062,베이커리,우유크림빵,2300.0,"우유크림빵:2,300원//올리브 치아바타:2,600원//스콘:1,800원//빵 오 쇼콜라:2,200원//봉교 카스테라:3,500원/",08:00 - 19:00,4.3,184.0,,https://mp-seoul-image-production-s3.mangoplate.com/48165/475658_1461497016501_14854,260.0
색다른면,서울시 성동구 성수동2가 328-13 101호,02-464-6009,국수 / 면 요리,,,,월-금: 11:00 - 20:00 토: 12:00 - 20:00,4.2,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/112555_1558256386854899.jpg,261.0
카와카츠,서울시 마포구 서교동 465-1 1F 102호,070-8801-2053,까스 요리,,,,11:30 - 21:00,4.7,109.0,,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/364835/47875_1558072754143,262.0
산왕반점,서울시 마포구 연남동 241-17,02-324-0305,정통 중식 / 일반 중식,짜장면,4000.0,"짜장면:4,000원//짬뽕:5,000원//탕수육:10,000원//오향장육:12,000원/",11:30 - 22:00,4.1,177.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/104601_1488114201902748.jpg,263.0
농민백암왕순대,서울시 강남구 역삼동 830-9,02-501-2772,탕 / 찌개 / 전골,국밥,8000.0,"국밥:8,000원//수육:28,000원//술국:17,000원//토종순대:10,000원/",월-금: 11:10 - 21:00 토: 11:10 - 15:30,4.6,207.0,,https://mp-seoul-image-production-s3.mangoplate.com/87430/59_1491141169295_9384,264.0
럭키스타커피로스터스,서울시 성동구 행당동 21-10,02-2292-3877,카페 / 디저트,,,,09:00 - 21:00,3.8,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/900978_1514916412134816.jpg,265.0
뜨락,서울시 강남구 청담동 130-13,02-543-2987,고기 요리,,,,11:00 - 23:00,4.3,37.0,,https://mp-seoul-image-production-s3.mangoplate.com/103188/444309_1449551471790_10430,266.0
Parco Pizzeria,서울시 성동구 성수동1가 668-134,"
이탈리안
",,,,,,3.8,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/416478/965277_1594310496263_31242,267.0
연남살롱,서울시 마포구 연남동 504-33,02-332-3471,카페 / 디저트,아메리카노,4000.0,"아메리카노:4,000원//팥빙수:7,500원//단팥죽:7,000원//떡구이:10,000원//말차푸딩:5,300원/",14:00 - 22:00,4.3,80.0,,https://mp-seoul-image-production-s3.mangoplate.com/47673/reviews/396d8174a247.jpg,268.0
유면가,서울시 성동구 성수동1가 685-216 1F,02-547-1251,국수 / 면 요리,,,,11:00 - 15:30,4.0,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/1655780_1598516323380500.jpg,269.0
이공김밥,서울시 성북구 안암동5가 134-94,02-926-0005,기타 한식,,,,,3.8,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/361546/735199_1599401717416_33005,270.0
더클래식,서울시 성동구 행당동 3-29 두성빌딩 B1,02-2282-2775,칵테일 / 와인,,,,18:30 - 03:00,3.8,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/1027563_1592369888141515.jpg,271.0
봉평메밀면사무소,서울시 성동구 성수동1가 668-38,02-499-2111,국수 / 면 요리,,,,11:00 - 21:30,3.7,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/179982_1444404755333.jpg,272.0
베나레스,서울시 성북구 안암동5가 102-59,02-921-9982,인도 음식,,,,11:00 - 21:30,3.4,81.0,,https://mp-seoul-image-production-s3.mangoplate.com/17460/141304_1449482589877_4045,273.0
바위파스타바,서울시 성동구 성수동2가 269-81 1F,010-2702-1496,이탈리안,,,,17:00 - 24:00,4.8,26.0,,https://mp-seoul-image-production-s3.mangoplate.com/338150_1587224007095134.jpg,274.0
키오스크,서울시 마포구 망원동 57-194 2F,"
카페 / 디저트
",,플레인 프렌치 토스트,3000.0,"플레인 프렌치 토스트:3,000원//오븐에 구운 토스트:5,000원/",일,4.4,90.0,,https://mp-seoul-image-production-s3.mangoplate.com/260591/569295_1466420850640_35698,275.0
남북통일,서울시 마포구 서교동 375-26,02-3141-4113,탕 / 찌개 / 전골,,,,11:00 - 21:00,4.3,43.0,,https://mp-seoul-image-production-s3.mangoplate.com/602079_1536680967302022.jpg,276.0
길목,서울시 강남구 삼성동 58-6,02-518-9710,고기 요리,투뿔목살 (200g),16000.0,"투뿔목살 (200g):16,000원//특오겹살 (200g):16,000원//껍살 (250g):18,000원//정가브리(200g):18,000원/",16:00 - 23:30,4.6,85.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/567494_1480569707297549.jpg,277.0
부산어묵빨간오뎅,서울시 강남구 개포동 186-5,02-459-6928,기타 한식,,,,10:30 - 23:40,4.3,64.0,,https://mp-seoul-image-production-s3.mangoplate.com/187995/vjhe8taslfcoud.jpg,278.0
얼스어스,서울시 마포구 연남동 239-49,010-7105-9413,카페 / 디저트,,,,12:00 - 21:00,4.4,36.0,,https://mp-seoul-image-production-s3.mangoplate.com/681522_1511687579504850.jpg,279.0
콜렉티보,서울시 성북구 안암동5가 100-5 2F,02-923-5221,카페 / 디저트,,,,,3.9,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/879146_1568304996914838.jpg,280.0
쏠레이,서울시 강남구 청담동 13 2F,010-8010-5099,프랑스 음식,,,,12:00 - 20:00,4.4,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/359478/609166_1584443786208_9335,281.0
정키친프로젝트,서울시 성북구 동선동1가 85-58 1F,010-7209-2046,퓨전 한식,,,,,3.4,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurant/245306_144482612919131814,282.0
U U COFFEE,서울시 성동구 행당동 1-79,02-2298-9688,카페 / 디저트,,,,,3.7,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/353062_1579956203098731.jpg,283.0
성북동돼지갈비집,서울시 성북구 성북동 114-2,02-764-2420,고기 요리,갈비백반,8500.0,"갈비백반:8,500원//아버지냉면:6,000원//불백아버지냉면:12,000원/",08:30 - 21:00,3.4,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/572725_1478679743749863.jpg,284.0
쮸즈,서울시 강남구 신사동 540-4,02-6081-9888,딤섬 / 만두,소룡포 (3pcs),3500.0,"소룡포 (3pcs):3,500원//쇼마이 (3pcs):4,000원//매콤완탕 (5pcs):6,000원//딴딴면:7,000원//크림새우:15,000원/",월: 17:00 - 21:00 화-토: 11:30 - 21:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/391173_1468835068777881.jpg,285.0
외고집설렁탕,서울시 강남구 삼성동 120-8 알앤텍빌딩 1F,02-567-5225,탕 / 찌개 / 전골,설렁탕,11000.0,"설렁탕:11,000원//설렁탕 (특):16,000원//수육 (중):48,000원//수육 (대):65,000원//육개장:13,000원/",11:00 - 21:00,4.4,96.0,,https://mp-seoul-image-production-s3.mangoplate.com/659/753280_1563639192315_13531,286.0
대우부대찌개,서울시 강남구 역삼동 641-18,02-552-1663,탕 / 찌개 / 전골,부대찌개,11000.0,"부대찌개:11,000원//등심부대찌개:19,000원//소시지구이:13,000원//안심스테이크:39,000원//등심스테이크:39,000원/",월-금: 11:00 - 21:30 토-일: 11:30 - 21:30,4.4,169.0,,https://mp-seoul-image-production-s3.mangoplate.com/10269/434101_1511714460142_16144,287.0
이세돈가스,서울시 성북구 안암동5가 15-53,02-927-7749,까스 요리,,,,,4.0,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/800510_1506084220190354.jpg,288.0
세스크멘슬,서울시 성동구 성수동2가 322-20,02-6082-0393,스테이크 / 바베큐,,,,월,4.5,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/1047892_1599605659021367.jpg,289.0
할랄가이즈,서울시 마포구 동교동 159-5 EXIT Mall 3F,"
세계음식 기타
",,,,,,4.2,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/386085/1146217_1599215416689_31623,290.0
성수베이킹스튜디오,,02-468-0789,베이커리,,,,,4.3,5.0,,https://mp-seoul-image-production-s3.mangoplate.com/112555_1597905742154463.jpg,291.0
서울숲누룽지통닭구이,서울시 성동구 성수동1가 656-940,02-462-9920,닭 / 오리 요리,,,,16:00 - 02:00,3.9,34.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/502267_1460297378655799.jpg,292.0
소나무,서울시 성동구 행당동 292-7,02-2292-2222,고기 요리,,,,17:00 - 24:00,4.1,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/545618_1469054646609437.jpg,293.0
사루카메 라멘,서울시 마포구 연남동 566-67,070-8156-5720,라멘 / 소바 / 우동,,,,"













+ 4



",4.5,104.0,,https://mp-seoul-image-production-s3.mangoplate.com/334795/813899_1507628429929_2490,294.0
차만다,,02-6448-0812,세계음식 기타,,,,,4.4,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/1778373_1599396138705070.jpg,295.0
갓잇,서울시 성동구 성수동1가 656-482 2F,02-6032-0888,남미 음식,,,,,4.0,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/777980_1598483876492988.jpg,296.0
메종드루즈,서울시 성북구 동선동2가 135-19 1F,02-922-2092,카페 / 디저트,마카롱 (1pc),2000.0,"마카롱 (1pc):2,000원/",10:30 - 20:00,3.7,70.0,,https://mp-seoul-image-production-s3.mangoplate.com/13778/621267_1478918664403_93540,297.0
더다이닝랩,서울시 마포구 동교동 148-7,02-6010-0499,기타 양식,포크세트 (2인),74000.0,"포크세트 (2인):74,000원//비프세트 (2인):105,000원//스파이시파스타:19,000원//수비드항정살 (200g):24,000원//채끝등심스테이크 (200g):55,000원/",월-토: 11:30 - 23:00 일: 11:30 - 22:00,4.2,273.0,,https://mp-seoul-image-production-s3.mangoplate.com/47964/980232_1543501206685_18146,298.0
브뤼서리서교,서울시 마포구 서교동 476-44,02-322-0315,퓨전 양식,,,,,4.3,30.0,,https://mp-seoul-image-production-s3.mangoplate.com/54303_1599556324526813.jpg,299.0
쇼토,서울시 강남구 신사동 550-14 1F,02-512-3625,베이커리,,,,,4.3,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/619788_1598429635233539.jpg,300.0
카페온화,서울시 성동구 성수동2가 302-4 1F,02-461-0031,카페 / 디저트,,,,11:00 - 23:00,3.9,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/57950_1599222556838134.jpg,301.0
1식당,서울시 마포구 합정동 433-60,070-8246-1535,이자카야 / 오뎅 / 꼬치,,,,18:30 - 01:30,4.3,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/763206_1492417043797446.jpg,302.0
야스노야지로,서울시 강남구 신사동 569-25 1F,02-515-0818,기타 일식,,,,,4.7,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/549779_1599027531203469.jpg,303.0
최가네버섯샤브매운탕칼국수,서울시 강남구 신사동 655,02-547-7676,탕 / 찌개 / 전골,,,,11:00 - 22:00,4.2,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/49755/449685_1552467015650_10636,304.0
꼬에모,,02-511-0711,세계음식 기타,,,,월-토: 12:00 - 24:00 일: 12:00 - 22:00,4.7,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/409704/638412_1599982307897_6365,305.0
뺑드에코,서울시 성동구 성수동2가 310-7 2F,02-462-4730,베이커리,,,,11:00 - 19:00,3.9,18.0,,https://mp-seoul-image-production-s3.mangoplate.com/112555_1599790056383538.jpg,306.0
베러로스팅랩쇼룸,서울시 성동구 성수동1가 656-671 1F,070-8806-6024,카페 / 디저트,,,,12:00 - 19:00,4.2,4.0,,https://mp-seoul-image-production-s3.mangoplate.com/413645/743008_1580286343929_15350,307.0
명랑회관,서울시 강남구 대치동 895-1,02-565-2662,고기 요리,,,,17:00 - 24:00,4.3,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/528686_1478617166485007.jpg,308.0
마르셀,서울시 강남구 신사동 631-32,02-511-5975,프랑스 음식,,,,11:00 - 23:00,4.2,50.0,,https://mp-seoul-image-production-s3.mangoplate.com/339626/313740_1516466796814_157782,309.0
왕스덕,서울시 강남구 논현동 4-18 하림타워 B1,02-540-8524,정통 중식 / 일반 중식,,,,월-금: 11:00 - 22:00 토-일: 11:00 - 21:00,4.3,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/341292/458314_1541131684600_9213,310.0
가조쿠,서울시 성동구 성수동2가 316-77 1F,02-466-2177,라멘 / 소바 / 우동,,,,,4.3,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/1089560_1595237574884361.jpg,311.0
우가,서울시 강남구 신사동 653-20 B1,02-6272-2223,고기 요리,,,,12:00 - 22:00,4.3,37.0,,https://mp-seoul-image-production-s3.mangoplate.com/213410_1533706178986276.jpg,312.0
훈고링고브레드,서울시 마포구 성산동 639-10 2F,02-336-9676,카페 / 디저트,링고커피,4500.0,"링고커피:4,500원//블랙티:4,500원//플레인 파운드케이크:2,000원//그린티 파운드케이크:3,500원//케롯 파운드케이크:3,500원/",월-토: 12:00 - 21:00 일: 12:00 - 17:00,4.3,82.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/33537_1483141871259771.jpg,313.0
당도,서울시 마포구 망원동 414-16,070-8690-1088,카페 / 디저트,젤라또 (두가지 맛),3900.0,"젤라또 (두가지 맛):3,900원//젤라또 포장박스 (500cc):18,000원/",12:30 - 20:00,4.7,188.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/35813_1490342731688208.jpg,314.0
지노스뉴욕피자,서울시 강남구 신사동 655-3,02-3444-2234,기타 양식,,,,일-금: 12:00 - 21:00 토: 12:00 - 22:00,4.3,61.0,,https://mp-seoul-image-production-s3.mangoplate.com/213410_1509155521778382.jpg,315.0
마포리1987,서울시 마포구 대흥동 403,02-6402-8975,퓨전 양식,,,,11:30 - 23:00,4.3,33.0,,https://mp-seoul-image-production-s3.mangoplate.com/254065/14650_1600141287590_38070,316.0
그릭데이,서울시 성북구 동선동2가 135-29,02-6053-9222,카페 / 디저트,,,,11:00 - 20:00,3.9,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/47875_1596268967253723.jpg,317.0
마담 티라미수,서울시 마포구 합정동 386-37 B1,02-332-7358,카페 / 디저트,아메리카노,4000.0,"아메리카노:4,000원//오리지날 티라미수:12,500원//라비앙로 티라미수:12,500원//에스프레소:3,600원//카페 라떼:5,000원/",11:00 - 23:00,4.1,242.0,,https://mp-seoul-image-production-s3.mangoplate.com/345536/lsrfa3rjtulzla.jpg,318.0
동방양꼬치,서울시 성동구 행당동 3-27,02-2295-1267,기타 중식,,,,15:00 - 03:00,4.0,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/48948/33537_1466175306769_62188,319.0
포도집,서울시 성북구 정릉동 132-2 1F,02-6084-2455,이탈리안,,,,화-토: 11:00 - 24:00 일: 11:00 - 17:00,3.8,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/350425/1480755_1587218262014_73380,320.0
