id,name,address,tel,category,main_mn,price,menu,opng_tm,rating,rvw_cnt,tags,img
None,골프존파크 드림힐점,서울 성동구 성수동2가 320-7,02-466-0753,스크린골프장,None,,None,None,4.67,None,None,http://ldb.phinf.naver.net/20170201_33/1485930581591pEDXf_JPEG/186151555961011_0.jpeg
None,더스크린골프,서울 성동구 성수동2가 289-8,02-464-8282,스크린골프장,None,,None,None,4.19,None,None,None
None,삼성스크린골프,서울 성동구 옥수동 250-7 B01호,02-2282-0753,스크린골프장,None,,None,None,4.86,None,None,http://ldb.phinf.naver.net/20150901_230/1441044441247FRHlB_JPEG/96964546825927_0.jpg
None,은성스크린골프,서울 성동구 성수동2가 231-1,02-463-0011,실내골프연습장,None,,None,None,5,None,None,http://ldb.phinf.naver.net/20200319_224/15845815570238g2L3_JPEG/FIBJK5QyTx6efaVNlbGzC3Yx.jpg
None,센트라스골프존,서울 성동구 하왕십리동 700 센트라스상가 i동 104~6호,02-2281-1258,스크린골프장,None,,None,None,4.38,None,None,None
None,무학골프존,서울 성동구 행당동 319-39,02-2299-0972,스크린골프장,None,,None,None,3.94,None,None,http://ldb.phinf.naver.net/20150901_211/1441058588913vGLFT_JPEG/SUBMIT_1291880693279_13581692.jpg
None,에스골프존,서울 성동구 홍익동 297,02-2282-2200,스크린골프장,None,,None,None,4.5,None,None,http://ldb.phinf.naver.net/20190127_251/1548586136144PYcmx_JPEG/VAtHG6ROg6v7InVVa29YULQr.jpg
None,서울숲스크린골프연습장,서울 성동구 성수동2가 281-8 서울용달복지회관 3층,02-469-0021,스크린골프장,None,,None,None,4.33,None,None,http://ldb.phinf.naver.net/20150901_179/14410352203681tRq5_JPEG/96658634459809_0.jpg
None,골프존파크 옥수PGA골프점,서울 성동구 옥수동 436 극동그린상가아파트상가 지하1층,02-2281-2288,스크린골프장,None,,None,None,4.2,None,None,http://ldb.phinf.naver.net/20170201_33/1485930581591pEDXf_JPEG/186151555961011_0.jpeg
None,태종스크린골프,서울 성동구 마장동 776-3,02-2292-0799,스크린골프장,None,,None,None,4,None,None,None
None,핀스크린골프,서울 성동구 금호동1가 172 2층,02-2291-6030,스크린골프장,None,,None,None,4.25,None,None,http://ldb.phinf.naver.net/20150831_275/1441007833981SU1PG_JPEG/31744285_0.jpg
None,골프존파크 하왕십리골프매니아,서울 성동구 하왕십리동 258,02-2299-5600,스크린골프장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170201_33/1485930581591pEDXf_JPEG/186151555961011_0.jpeg
None,골프존성수센터,서울 성동구 성수1가2동 14-30,02-457-0753,스크린골프장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170201_33/1485930581591pEDXf_JPEG/186151555961011_0.jpeg
None,GDR골프아카데미 성수점,서울 성동구 성수동1가 33-5,02-463-5355,스크린골프장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20180807_295/15336206594013OMJC_JPEG/PpRjxjH1VsKQPbpiDDYExMoZ.jpg
None,드림스크린골프장,서울 성동구 금호동1가 632 벽산복지상가 지층,02-2296-4111,스크린골프장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20171103_147/1509685630926Atbne_JPEG/CwLPXNSHdqqM1ndipozjT-fw.JPG.jpg
None,비제이골프아카데미,서울 성동구 성수동2가 573-7,02-466-2514,스크린골프장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190824_183/1566646358993EhNgJ_JPEG/DGfk7QGuAmFJsA_s4MelWDRZ.jpg
None,골프존오투골프,서울 성동구 성수동2가 289-20,None,스크린골프장,None,,None,None,None,None,None,None
None,진성스포츠,서울 성동구 성수동2가 269-25 에이스하이엔드성수타워 409호,02-2212-8714,스크린골프장,None,,None,None,None,None,None,None
None,혜성스크린골프,서울 성동구 금호동4가 548-1,02-2298-6288,스크린골프장,None,,None,None,None,None,None,None
None,성수골프존스크린,서울 성동구 성수동2가 289-21,None,스크린골프장,None,,None,None,None,None,None,None
None,센트리얼 골프 실내 연습장,서울 성동구 옥수동 560 어울림더리버 상가 지하1층,02-2293-3999,실내골프연습장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200416_111/1587020946087m2COn_JPEG/JTDny136r8dFnrKqZJHh5mak.JPG.jpg
None,성원스크린골프,서울 성동구 옥수동 475,None,스크린골프장,None,,None,None,None,None,None,None
None,라성스크린골프아카데미,서울 성동구 성수동2가 277-17,None,스크린골프장,None,,None,None,None,None,None,None
None,월드골프연습장,서울 성동구 금호동4가 800,010-8747-7418,스크린골프장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191004_256/1570183470365SnJi7_JPEG/cZ6zmkkeqWztW0f2OtYdG3Y4.jpg
None,유니온스타볼링클럽,서울 성동구 성수동2가 315-70,02-461-0707,볼링장,None,,None,None,4.27,None,"['볼링장', '락볼링', '펍', '데이트', '친구들이랑']",http://ldb.phinf.naver.net/20200519_270/1589874922211PkdmF_JPEG/%C0%AF%B4%CF%BF%C2_%C0%CE%BD%BA%C5%B8%C7%C1%BB%E7.jpg
None,라인볼링센터,서울 성동구 행당동 140,02-2299-4199,볼링장,None,,None,None,4.25,None,"['볼링장', '데이트', '아이스크림', '친구들과']",http://blogfiles.naver.net/MjAxNjEyMTdfMjU2/MDAxNDgxOTA2NjUwNzc0.3Asvv-ndFxOYLjRhYRS0-C7dTZPokyEIApOE1gcmQOMg.tDl6MuIyChnZlzeBuPKBe9CEEKA6wGe8m22dNvBzqDcg.JPEG.silver5807/28052.jpg#900x510
None,희소볼링장,서울 성동구 성수동2가 231-1,02-465-0068,볼링장,None,,None,None,4.38,None,"['볼링장', '락볼링']",http://ldb.phinf.naver.net/20200629_201/1593394541482Xsj9u_JPEG/iFRk38SwJSVYCTGEDUcgNp2s.jpg
None,샹떼PC방 금호점,서울 성동구 금호동4가 1092-1,None,PC방,None,,None,None,4.72,None,None,http://ldb.phinf.naver.net/20150916_286/1442383487107UOh9l_JPEG/166866553462_0.jpg
None,아이파크수PC,서울 성동구 성수동1가 13-133 B1,02-6925-0080,PC방,None,,None,None,3.64,None,None,http://ldb.phinf.naver.net/20190209_121/1549681210758ODKKi_JPEG/XcsQu2alCLG4T7-IkQSylSa0.jpg
None,본스프리미엄pc방,서울 성동구 성수동1가 13-103,None,PC방,None,,None,None,3.44,None,None,None
None,도깨비피시방 행당점,서울 성동구 행당동 4-15,02-2282-5225,PC방,None,,None,None,4.18,None,None,http://ldb.phinf.naver.net/20190130_146/1548837372600146CX_JPEG/L9wMAY_9ohXlnBZtm4GfXPbc.jpeg.jpg
None,도깨비2 PC,서울 성동구 행당동 19-7,070-7812-8469,PC방,None,,None,None,4.86,None,None,None
None,비원 한양대점,서울 성동구 행당동 19-54,None,PC방,None,,None,None,4.25,None,None,None
None,zero 100 pc방,서울 성동구 하왕십리동 966-11,010-4164-0051,PC방,None,,None,None,4.45,None,None,http://ldb.phinf.naver.net/20181029_298/1540806161176da3SO_JPEG/oOondNeJVJsMZaGSI-Wm3UDL.jpg
None,3POP PC방,서울 성동구 행당동 19-98,070-8244-4006,PC방,None,,None,None,4.64,None,None,http://ldb.phinf.naver.net/20190130_73/1548787275501cRV2D_JPEG/4wtodENStc9gS1cEs65AHzpp.jpeg.jpg
None,고래고래코인노래방,서울 성동구 행당동 19-48,02-2293-2248,노래방,None,,None,None,4.67,None,None,http://ldb.phinf.naver.net/20191102_270/1572620720130NPoqM_JPEG/7YPbXVIxaTwCwrKcWBNB6trQ.jpeg.jpg
None,세븐PC,서울 성동구 금호동4가 1091,None,PC방,None,,None,None,4.2,None,None,None
None,3POP PC카페,서울 성동구 금호동4가 1192,070-4333-4049,PC방,None,,None,None,4.94,None,None,http://ldb.phinf.naver.net/20190414_116/1555249424170c60OS_JPEG/nVbdXndRyFPg4WbROt-ZCZa5.jpg
None,피디에스PC방 금호사거리점,서울 성동구 금호동4가 97-1 리버마이다스빌 2층,010-9229-2464,PC방,None,,None,None,4,None,None,http://ldb.phinf.naver.net/20181113_139/1542107652251RjoxW_JPEG/R1zDjLRCp5EBrkRUBDScBgm9.jpg
None,아이센스PC 용답점,서울 성동구 용답동 55-1 삼도빌딩 지하1층,070-4866-4954,PC방,None,,None,None,5,None,None,None
None,엔터나인 pc방,서울 성동구 행당동 286-5,010-6283-7515,PC방,None,,None,None,4.25,None,None,None
None,제노PC,서울 성동구 옥수동 561,None,PC방,None,,None,None,4.25,None,None,None
None,힘쎈수달 PC방,서울 성동구 하왕십리동 1016-2,02-741-0852,PC방,None,,None,None,4.5,None,None,None
None,제노PC방한양대점,서울 성동구 행당동 19-101,070-8277-6030,PC방,None,,None,None,4.25,None,None,None
None,탑클래스PC,서울 성동구 용답동 49-20,02-1511-1151,PC방,None,,None,None,4.75,None,None,None
None,블랙홀 마장점,서울 성동구 마장동 773-2 동호빌딩 2층,02-2299-6372,PC방,None,,None,None,4.75,None,None,None
None,인디고PC방 성수점,서울 성동구 성수동1가 241,02-465-8759,PC방,None,,None,None,4.83,None,None,http://ldb.phinf.naver.net/20180608_261/1528438558255Umqcr_JPEG/H8k-TgJE51GToDA0k-7_lysI.JPG.jpg
None,솔라PC방,서울 성동구 성수동2가 561-1,02-1234-4325,PC방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200102_208/15779056430753Pd3o_JPEG/5kM8f-5Dww2pJB4XzFW0r5Yd.jpeg.jpg
None,3pop 피시방,서울 성동구 금호동4가 1193,070-5088-5511,PC방,None,,None,None,None,None,None,None
None,보그PC,서울 성동구 금호동3가 1304,None,PC방,None,,None,None,4.25,None,None,None
None,앤탑 성수점,서울 성동구 성수동2가 289-15,02-469-7554,PC방,None,,None,None,4.75,None,None,None
None,형네PC방,서울 성동구 도선동 167,070-8836-9739,PC방,None,,None,None,4.33,None,None,None
None,행복한피시방,서울 성동구 하왕십리동 992 무학현대아파트 상가 1층 101호,02-2281-5622,PC방,None,,None,None,None,None,None,None
None,비원피시방,서울 성동구 하왕십리동 966-20,02-0002-0002,PC방,None,,None,None,5,None,None,None
None,TEN PC방,서울 성동구 행당동 19-46,070-8611-8200,PC방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200130_254/1580367841224r4ITT_JPEG/UjMmN6swqOQG9dCFXREbnIX6.jpg
None,락PC방,서울 성동구 응봉동 98,None,PC방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200128_59/1580197893900Pb4wk_JPEG/j_WKaQC5kl-_yjyNRJOXAjJi.jpeg.jpg
None,아이닉스PC방,서울 성동구 행당동 25-2,None,PC방,None,,None,None,None,None,None,None
None,010당구클럽,서울 성동구 행당동 19-67,None,당구장,None,,None,None,4.24,None,None,None
None,블랙존,서울 성동구 행당동 19-89,010-4662-0900,당구장,None,,None,None,4.6,None,None,http://ldb.phinf.naver.net/20180818_41/1534523324766jJ7Bo_JPEG/zh6vR4dUZBmV9-SwCBAsEg0L.jpeg.jpg
None,삼구사구당구클럽,서울 성동구 행당동 19-85,02-2297-3269,당구장,None,,None,None,3,None,None,None
None,큐당구장,서울 성동구 행당동 286-12,None,당구장,None,,None,None,3.91,None,None,None
None,SKY당구장,서울 성동구 마장동 773-2,None,당구장,None,,None,None,4,None,None,None
None,성동캐롬클럽,서울 성동구 도선동 22-1,02-2282-3949,당구장,None,,None,None,4.08,None,None,http://ldb.phinf.naver.net/20160907_119/1473238413989I49ph_JPEG/176855638469582_0.jpeg
None,구슬모아당구장,서울 성동구 하왕십리동 966-11,070-4530-6280,당구장,None,,None,None,4.29,None,None,http://ldb.phinf.naver.net/20180525_146/1527229330178CcSYP_JPEG/d0DlOjwdHDQhozuPVC1eHoMw.jpg
None,공간당구장,서울 성동구 성수동1가 656-994,None,당구장,None,,None,None,4.5,None,None,http://ldb.phinf.naver.net/20200423_299/1587650162774MP8B5_JPEG/tYe9DB98yG9DKulHn2i-PhJL.jpeg.jpg
None,엘리트당구장,서울 성동구 행당동 14-1,02-2299-8204,당구장,None,,None,None,4.11,None,None,http://ldb.phinf.naver.net/20200719_282/15951624963175ysIV_JPEG/qkFRuylyFMb36ckz0IeYpyU6.jpeg.jpg
None,캐롬당구클럽,서울 성동구 행당동 292-34 B1층,02-6014-8211,당구장,None,,None,None,4.14,None,None,http://ldb.phinf.naver.net/20150831_143/1440999951647J3GAC_JPEG/SUBMIT_1294056021105_19392122.jpg
None,그린당구장,서울 성동구 용답동 90-8,02-2296-0355,당구장,None,,None,None,4,None,None,None
None,보성당구장,서울 성동구 성수동2가 277-81,None,당구장,None,,None,None,4.5,None,None,None
None,FM당구장,서울 성동구 성수동1가 40-1,None,당구장,None,,None,None,3.5,None,None,http://ldb.phinf.naver.net/20181019_292/1539912136310zu1P6_JPEG/Yx1fBswffZgo9NYadOB5F5Ew.jpg
None,영동당구클럽,서울 성동구 성수동2가 279-42,02-499-1419,당구장,None,,None,None,4,None,None,http://ldb.phinf.naver.net/20190425_183/1556169777019qInB1_JPEG/SVBQosbPH7SGEppQPFWRRV0O.jpg
None,케이투당구장,서울 성동구 사근동 176-1,None,당구장,None,,None,None,4.83,None,None,None
None,삼성당구장,서울 성동구 마장동 774-2,02-2294-3703,당구장,None,,None,None,4.33,None,None,None
None,승일당구장,서울 성동구 도선동 149,010-9950-0652,당구장,None,,None,None,3.83,None,None,None
None,크라운당구클럽,서울 성동구 용답동 57-5,None,당구장,None,,None,None,4,None,None,None
None,SBS당구클럽,서울 성동구 성수동2가 339-136,02-499-3949,당구장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191229_150/15775917598682BgAM_JPEG/BJW6HSZTjenGNcytwP-oUcNi.jpg
None,뚝섬당구장,서울 성동구 성수동1가 14-29,02-468-1288,당구장,None,,None,None,4.17,None,None,http://ldb.phinf.naver.net/20180712_244/1531373678667b64Nz_JPEG/SU4yOrctY3AUWlWPUUyQiHIi.jpg
None,프로당구장,서울 성동구 마장동 466-38,None,당구장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200530_82/1590770330704F3YCW_JPEG/Zprplu49m4VqzFNR-oxDZKaR.jpg
None,수당구장,서울 성동구 도선동 40,02-2281-8784,당구장,None,,None,None,None,None,None,None
None,한양대당구클럽,서울 성동구 행당동 32-6,010-2906-5549,당구장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190406_221/1554478052284tgiIJ_JPEG/8Y--JTL4a03OX407yHnpllfI.jpg
None,승리당구클럽,서울 성동구 성수동1가 242-2,None,당구장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20181025_75/1540469892488YMDLB_JPEG/67QIq7Dmz_ZhlEsmg8hjZEgG.jpg
None,매니아당구클럽,서울 성동구 행당동 19-96,02-2299-3949,당구장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20150901_116/1441114174004GI1YR_JPEG/136778626759942_3.jpeg
None,준당구장,서울 성동구 도선동 43,None,당구장,None,,None,None,None,None,None,None
None,SBS당구장,서울 성동구 성수동2가 278-49,02-461-0234,당구장,None,,None,None,None,None,None,None
None,허리우드당구장,서울 성동구 마장동 566-28,02-2295-7309,당구장,None,,None,None,None,None,None,None
None,프로당구장,서울 성동구 행당1동 286-30,02-2292-4079,당구장,None,,None,None,None,None,None,None
None,드림당구장,서울 성동구 금호동4가 1109,None,당구장,None,,None,None,None,None,None,None
None,더코드 왕십리점,서울 성동구 행당동 19-7,02-2291-7981,방탈출카페,None,"2인 44,000원",None,None,4.5,None,None,http://ldb.phinf.naver.net/20190603_166/1559496190395QIybI_JPEG/5LpYB2Nqg_6UKh_FsRhD4q9n.jpg
None,솔버 성수점,서울 성동구 성수동2가 321-74 지하 1층,010-4142-4911,방탈출카페,None,매일 00:00~24:00,None,None,None,None,None,http://ldb.phinf.naver.net/20200703_289/1593742058004gwNYf_PNG/jXdwin1nUxw-NG5uKH5lNnw9.png
None,스몰월드 왕십리점,서울 성동구 행당동 3-16,02-2298-2213,보드카페,None,"1시간이용료(1인당) 2,000원",None,None,4.63,None,None,http://ldb.phinf.naver.net/20200503_184/1588477780936eT4hN_JPEG/_4Vfe5hF2aXE4IQZo-S50a5h.jpg
None,꼬꼬지보드게임,서울 성동구 하왕십리동 1070,010-7245-2547,보드카페,None,"금요일 13:00~20:00, 월요일 13:00~20:00, 화요일 13:00~20:00, 수요일 13:00~20:00, 목요일 13:00~20:00, 토요일 12:00~21:00",None,None,None,None,None,http://ldb.phinf.naver.net/20200331_51/15856230846834D6li_JPEG/EVCro-ixvMChQIuIKqeCI6ng.jpg
None,윙보드게임카페,서울 성동구 행당동 19-101,02-2299-2277,보드카페,None,"1시간 2,000원",None,None,4.64,None,None,http://ldb.phinf.naver.net/20200623_32/1592923164269vUsha_JPEG/mjYtld0TNkYv6BwzUdaGwS_k.jpeg.jpg
None,텍사스보드게임,서울 성동구 행당동 4-6 지하층,010-7564-4446,보드카페,None,"평일 13:00~23:00, 주말 14:00~23:00",None,None,4.33,None,None,None
None,킨들샵,서울 성동구 성수동2가 289-305,02-497-7548,보드카페,None,"평일 13:00~21:00, 주말 12:00~20:00, 공휴일 12:00~20:00",None,None,None,None,None,http://ldb.phinf.naver.net/20191213_65/15762314994298UxYG_JPEG/if8cXve-dCFEKKN2Yf5Pwdxi.jpg
None,딘농노래연습장,서울 성동구 행당동 286-31,02-2282-2747,노래방,None,,None,None,4.03,None,None,None
None,락휴 코인노래연습장 서울 왕십리점,서울 성동구 행당동 292-34,02-2281-5656,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20171114_82/1510658792704cgUyV_JPEG/Qb6Li-vop-QVTa8DG2tSQc8S.jpg
None,킹노래연습장,서울 성동구 행당동 19-7 3층,None,노래방,None,,None,None,4.25,None,None,None
None,헤븐,서울 성동구 행당동 4-20,02-2281-4024,요리주점,None,,None,None,4.92,None,None,http://ldb.phinf.naver.net/20190422_125/1555901909132qJpb3_JPEG/T61LYbCJXpGXxqjkU66Ia_pQ.JPG.jpg
None,악쓰는하마노래연습장,서울 성동구 용답동 61-7 지하1층 악쓰는하마노래방,02-2247-8256,노래방,None,,None,None,4.31,None,None,http://ldb.phinf.naver.net/20181107_97/1541570867633bOh0s_JPEG/uqhFvSkFNdcNiVUZtrQ49K-2.jpg
None,악쓰는하마코인노래연습장 한양대점,서울 성동구 행당동 19-50,010-9049-7167,노래방,None,,None,None,4.06,None,None,http://ldb.phinf.naver.net/20180831_276/1535669031329qYzNx_JPEG/61Xm_Vh7Pne9fNFb1jUrpC49.jpg
None,파티파티노래연습장,서울 성동구 행당동 19-51,None,노래방,None,,None,None,4.41,None,None,None
None,고래고래코인노래방,서울 성동구 행당동 19-48,02-2293-2248,노래방,None,,None,None,4.67,None,None,http://ldb.phinf.naver.net/20191102_270/1572620720130NPoqM_JPEG/7YPbXVIxaTwCwrKcWBNB6trQ.jpeg.jpg
None,코코노래연습장,서울 성동구 성수1가2동 13-106,02-463-2967,노래방,None,,None,None,4.17,None,None,http://ldb.phinf.naver.net/20150901_171/1441039247624GC4RI_JPEG/SUBMIT_1350383657188_20243450.jpg
None,DDR노래연습장,서울 성동구 성수동2가  310-7,None,노래방,None,,None,None,4.17,None,None,None
None,리코스타코인노래연습장한양대2호점,서울 성동구 행당동 19-49,02-2291-6166,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190130_9/1548788973678ajUug_JPEG/H88zm9Kl1GCDqQSDZHRXZGhy.jpeg.jpg
None,왕코뮤직타운,서울 성동구 도선동 161,None,노래방,None,,None,None,3.86,None,None,http://ldb.phinf.naver.net/20160817_202/1471415261679cypoj_JPEG/176767555759_0.jpg
None,필하모니노래연습장,서울 성동구 행당동 19-101,02-2293-5418,노래방,None,,None,None,4.21,None,None,http://ldb.phinf.naver.net/20190130_213/1548787646793cEPb5_JPEG/fQLuVoMz5YCpG5ikfCibQcXS.jpeg.jpg
None,슈퍼스타코인노래연습장 한양대점,서울 성동구 행당동 19-84,02-2282-6289,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170308_113/1488899410219u48eC_JPEG/186258404030039_0.jpeg
None,딴따라코인노래연습장,서울 성동구 용답동 4-6,010-2113-6817,노래방,None,,None,None,4.75,None,None,None
None,악쓰는하마노래연습장,서울 성동구 행당동 286-21,02-2296-5033,노래방,None,,None,None,4.5,None,None,http://ldb.phinf.naver.net/20150831_1/1440988885202DQrTh_JPEG/17900744_0.jpg
None,VJ노래방,서울 성동구 행당동 19-107,02-2292-0064,노래방,None,,None,None,4.29,None,None,http://ldb.phinf.naver.net/20190130_50/1548787980090PVsRV_PNG/Qu8Ub-Ra5LygfZFXDHwnPIw5.png
None,팡팡노래방,서울 성동구 마장동 771-7,02-2295-8487,노래방,None,,None,None,4.29,None,None,None
None,신금호노래방,서울 성동구 금호동2가 452,02-2252-8599,노래방,None,,None,None,4.29,None,None,None
None,SBS노래연습장,서울 성동구 마장동 773-2,None,노래방,None,,None,None,3.93,None,None,None
None,스타노래연습장,서울 성동구 성수동2가 315-1,02-462-6999,노래방,None,,None,None,4.21,None,None,http://ldb.phinf.naver.net/20200201_224/1580497186695PtPxM_JPEG/Fa1Ge7wFDlDytZLKgCsyWJlt.jpg
None,대박노래연습장,서울 성동구 성수동2가 300-64,None,노래방,None,,None,None,4.92,None,None,None
None,앵콜노래방,서울 성동구 행당동 19-99,02-2291-1007,노래방,None,,None,None,None,None,['친구들이랑'],http://ldb.phinf.naver.net/20190130_212/1548787421560K1tfh_JPEG/aPou2_aeuRjBUPP47FJXhT2r.jpeg.jpg
None,락스타한양대점노래방,서울 성동구 행당동 19-100,02-2282-0885,노래방,None,,None,None,4.4,None,None,http://ldb.phinf.naver.net/20190130_264/1548787547539OXS4i_JPEG/sec8IKqQteuQtHZH_V6g0o1w.jpeg.jpg
None,세븐노래방,서울 성동구 옥수동 359 지층,02-2295-7333,노래방,None,,None,None,4.58,None,None,None
None,방가방가노래방,서울 성동구 행당동 4-31 새마을금고빌딩 지하1층,02-2292-9293,노래방,None,,None,None,4.25,None,None,http://ldb.phinf.naver.net/20200705_123/1593920296143i7isQ_JPEG/XhyntPEAmUXpEkBNh7P0h9u_.jpg
None,자두노래방,서울 성동구 성수동1가 248-1,None,노래방,None,,None,None,3.92,None,None,None
None,행운노래방,서울 성동구 성수동1가 72-157,None,노래방,None,,None,None,4.5,None,None,None
None,소리꾼노래방,서울 성동구 행당동 292-7,02-2281-0437,노래방,None,,None,None,4.7,None,None,http://ldb.phinf.naver.net/20200506_214/1588748655233WRGsf_JPEG/42R7UHkgp6AnDTVdWuvmXcUN.jpg
None,환희노래방,서울 성동구 성수2가3동 315-70,02-498-7744,노래방,None,,None,None,4.6,None,None,http://ldb.phinf.naver.net/20190103_256/1546496816243QG5uS_JPEG/t-_RBxyGdeqgeSxPcJRq7ZSb.jpg
None,악쓰는하마코인노래연습장 한양대점,서울 성동구 행당동 19-50,010-9049-7167,노래방,None,,None,None,4.06,None,None,http://ldb.phinf.naver.net/20180831_276/1535669031329qYzNx_JPEG/61Xm_Vh7Pne9fNFb1jUrpC49.jpg
None,한양게임센터,서울 성동구 행당동 19-100,02-2292-7175,오락실,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190130_236/1548787471008XIGow_JPEG/IwX1eVDQPeVyuxglpXVt9qAF.jpeg.jpg
None,고래고래코인노래방,서울 성동구 행당동 19-48,02-2293-2248,노래방,None,,None,None,4.67,None,None,http://ldb.phinf.naver.net/20191102_270/1572620720130NPoqM_JPEG/7YPbXVIxaTwCwrKcWBNB6trQ.jpeg.jpg
None,리코스타코인노래연습장한양대2호점,서울 성동구 행당동 19-49,02-2291-6166,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190130_9/1548788973678ajUug_JPEG/H88zm9Kl1GCDqQSDZHRXZGhy.jpeg.jpg
None,슈퍼스타코인노래연습장 한양대점,서울 성동구 행당동 19-84,02-2282-6289,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170308_113/1488899410219u48eC_JPEG/186258404030039_0.jpeg
None,딴따라코인노래연습장,서울 성동구 용답동 4-6,010-2113-6817,노래방,None,,None,None,4.75,None,None,None
None,빈티지코인노래연습장 성수점,서울 성동구 성수동2가 300-65 현진빌딩 3층,070-2345-1234,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20180107_12/1515313795560F9QzB_JPEG/JiMHqFNkjqipgX-C1KSgnymJ.jpg
None,큐코인노래,서울 성동구 금호동3가 896,010-4809-8982,노래방,None,,None,None,None,None,None,None
None,도깨비코인노래연습장,서울 성동구 행당동 227-1,011-5441-4616,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190129_120/15487619179744gM29_JPEG/HjC-RtQzC4XUjaHJMui61aow.jpg
None,보이스코드 코인노래방,서울 성동구 행당동 347,010-7923-5381,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200114_41/1579004263898gNBdq_JPEG/GLFKQ6uKNavzwQANbnm6DHEe.jpg
None,뽑기섬,서울 성동구 성수동2가 335-141,None,오락실,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200615_213/1592226859281NqqWU_JPEG/F4XFcz7Y_lKR5jqHhSXRhq2a.jpeg.jpg
None,뽑꼬뽑꼬,서울 성동구 금호동4가  1119-3,None,오락실,None,,None,None,None,None,None,None
None,게임파크노래방,서울 성동구 행당동 19-96,None,노래방,None,,None,None,None,None,None,None
None,CGV 왕십리,서울 성동구 행당동 168-151,1544-1122,영화관,None,,None,None,4.37,None,"['영화관', '아이스크림', '극장', '재미있는', '데이트']",http://ldb.phinf.naver.net/20190909_31/1568029121469QDD5m_JPEG/NTQ2FVPVimOAvhpsv4omETX-.jpg
None,메가박스 성수점,서울 성동구 성수동1가 656-335,None,영화관,None,,None,None,4.46,None,None,http://ldb.phinf.naver.net/20200205_174/15809090743783zunm_JPEG/u-uYZGd20-6GZt-VmfOX4iIH.jpeg.jpg
None,수아레 서울,서울 성동구 마장동 767-45,070-4322-3356,"카페,디저트",None,,None,None,4.5,None,None,None
None,살곶이자동차극장,서울 성동구 사근동 서울 성동구 사근동 58,None,영화관,None,,None,None,4.43,None,None,None
None,다락 시네마,서울 성동구 성수동2가 309-144,070-4402-6660,영화관,None,,None,None,None,None,None,None
None,동부극장(폐관),서울 성동구 성수동2가 281-30,None,영화관,None,,None,None,None,None,None,None
None,모노플렉스,서울 성동구 성수동2가 272-42,1577-0723,영화관,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200728_60/1595910825073YW4wv_PNG/4inBXY3wRYqL0O27vLfvq44O.PNG.png
None,스트라이크존 서울마포역구장,서울 마포구 도화동 548,02-701-5280,스크린야구장,None,"60분 48,000원",None,None,4.44,None,None,http://ldb.phinf.naver.net/20180927_43/1538007412378PjBTT_JPEG/tZBDGRNEWfPo9PRC-360YVJL.jpg
None,스트라이크존 홍대역구장,서울 마포구 서교동 344-9,02-323-6669,스크린야구장,None,"9회 49,000원",None,None,4.33,None,"['데이트', '게임장', '남자친구랑']",http://ldb.phinf.naver.net/20171214_260/1513231759185mLDI7_JPEG/Sx2x2bLa9Czl90vaFc7rHPC0.jpg
None,리얼야구존 홍대점,서울 마포구 서교동 369-4 4층,02-332-1979,스크린야구장,None,"메이저룸 55,000원",None,None,3.93,None,"['데이트', '곱창']",http://ldb.phinf.naver.net/20170901_236/15042435558078nGzw_JPEG/1gvbSIT_Db_8l4fVqUqP00BV.jpg
None,웰니스 휘트니스,서울 마포구 상암동  1597 사보이시티 DMC 지하 1층,02-374-5530,헬스장,None,,None,None,4.14,None,None,http://ldb.phinf.naver.net/20190906_88/1567757302944UQ3gs_JPEG/4Gg2XprIiHKKMyuulLVcI6j6.jpg
